,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#42,TH:,,chests,,A,"581,987",99.27%,AT,,,#42,HK:,,F2X,,S,"977,861",99.20%,SG,,,#42,NZ:,,Kyujin,,S,"870,133",96.07%,ID,,,#42,RO:,,etn,,S,"906,358",97.51%,NZ,,,#42,FR:,,calangi,,A,"711,551",98.36%,IT,,,#42,BR:,,Nyash,, S ,"983,053",97.93%,SE,,,#42,TW:,,Flyer,,A,"645,583",99.22%,VN,,,#42,VN:,,def,,A,"767,233",99.26%,TW,,,#42,ID:,,Stixe,,A,"890,993",98.26%,FI,,,#42,GR:,,-Puyu,,S,"1,048,236",99.12%,HK,,,#42,BR:,,Coreanmaluco,,S,"1,102,098",97.59%,SE,,,#42,NZ:,,Kyujin,,S,"1,134,631",98.14%,RO,,,#42,KZ:,,Kamensh1k,HD,A,"801,686",97.98%,PT,,,#42,BR:,,VitorSkull,NM,S,"984,359",99.52%,NL,,,#42,ES:,,[dekori],NM,A,"572,072",99.67%,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#43,AT:,,tomadoi,,A,"579,430",99.35%,TH,,,#43,TH:,,ChaiPhukChep,,S,"977,791",99.27%,AT,,,#43,ID:,,FAW,,A,"851,988",98.18%,FI,,,#43,ID:,,GNX,,S,"906,249",97.42%,NZ,,,#43,BE:,,hexi,,A,"710,454",99.08%,AR,,,#43,NZ:,,ozbert,, S ,"981,896",97.87%,RO,,,#43,AT:,,fedoragoose,,A,"642,050",95.60%,NO,,,#43,RO:,,Kehest,,A,"766,616",98.07%,NZ,,,#43,PH:,,NathanRam1918,,A,"887,608",98.21%,SE,,,#43,UY:,,Rebo,,A,"1,044,785",98.61%,AR,,,#43,SE:,,scylla,,S,"1,100,719",97.72%,NL,,,#43,TR:,,Shinkiro,,S,"1,133,485",98.25%,UY,,,#43,PT:,,uatzap,NM,A,"786,969",98.99%,UA,,,#43,FI:,,Amasetic,NM,S,"984,309",99.53%,ID,,,#43,IT:,,kusuriya,HR,A,"559,989",98.92%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#44,ID:,,MineFrostID,,A,"548,143",99.15%,NZ,,,#44,PH:,,Icarussy,,S,"977,309",99.14%,BR,,,#44,VN:,,electrostrike,,S,"850,783",95.35%,DK,,,#44,NO:,,YokesPai,,S,"906,142",97.36%,CN,,,#44,HK:,,F2X,,A,"709,556",98.69%,JP,,,#44,FI:,,Isak-,,A,"979,011",98.48%,RO,,,#44,AR:,,jackzebra,,A,"639,682",97.06%,TR,,,#44,BE:,,5joshi,,A,"754,614",97.99%,TR,,,#44,JP:,,YMD,,A,"879,049",98.13%,SG,,,#44,TW:,,willy0214,,A,"1,024,540",99.73%,MY,,,#44,PH:,,Icarussy,,S,"1,099,103",97.50%,SE,,,#44,TW:,,GAO HAO,,S,"1,131,335",98.25%,MY,,,#44,KZ:,,3uma,HR,A,"782,326",95.34%,PT,,,#44,GR:,,MyAimPeeps,NM,S,"983,246",99.52%,SG,,,#44,BR:,,Nyash,HR,A,"551,293",99.05%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#45,TR:,,Shinkiro,,A,"543,600",99.30%,UY,,,#45,TR:,,gheanfoil,,S,"975,803",99.20%,UY,,,#45,JP:,,Furamun,,S,"825,342",94.48%,GR,,,#45,ES:,,A L E P H,,S,"905,819",98.79%,IT,,,#45,AT:,,tomadoi,,A,"709,398",98.79%,TH,,,#45,PE:,,SapeSape,, S ,"977,692",97.61%,KZ,,,#45,CN:,,Crystal,,A,"639,660",98.22%,AT,,,#45,NZ:,,Saiyku,,S,"753,558",99.17%,RO,,,#45,UY:,,Rebo,,S,"868,881",98.32%,AR,,,#45,GR:,,trushpack,,A,"1,013,647",97.43%,HK,,,#45,CL:,,Intercambing,,S,"1,098,526",97.55%,IT,,,#45,AT:,,z10a,,S,"1,129,992",98.16%,TH,,,#45,SE:,,trumpatino69,NM,S,"778,327",98.40%,BR,,,#45,CL:,,alfiu,NM,S,"982,375",99.52%,ES,,,#45,CL:,,siiphs,HDHR,A,"542,455",99.42%,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#46,AT:,,fedoragoose,,A,"539,484",99.21%,TH,,,#46,FR:,,FlasTEH,,S,"974,156",99.14%,IT,,,#46,VN:,,Seamie,,A,"820,916",97.35%,DK,,,#46,KZ:,,Ternafis,,S,"905,342",97.54%,UA,,,#46,KZ:,,3uma,,S,"708,395",98.14%,UA,,,#46,TW:,,Ruyaya,, S ,"977,459",97.70%,DK,,,#46,NO:,,antonyw,, S ,"638,222",97.63%,AT,,,#46,NO:,,NINERIK,,S,"749,399",98.98%,CN,,,#46,NL:,,Burning John,,A,"867,855",97.60%,BR,,,#46,HK:,,flyond,,A,"1,007,546",97.23%,JP,,,#46,FR:,,FlasTEH,,S,"1,086,215",97.23%,CL,,,#46,NL:,,perthed again,,S,"1,129,945",98.16%,BR,,,#46,BR:,,Nyash,HR,A,"775,289",98.99%,SE,,,#46,PT:,,RafaMat,HD, S ,"980,400",99.64%,UA,,,#46,BE:,,[ Unmei ],NM,A,"527,288",99.72%,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#47,UY:,,Melxdy,,A,"528,218",99.47%,TR,,,#47,CL:,,Intercambing,,S,"972,543",99.08%,IT,,,#47,FI:,,Kalanluu,,A,"806,210",99.48%,ID,,,#47,CN:,,Crystal,,A,"901,092",98.20%,NO,,,#47,SE:,,scylla,,A,"706,797",99.37%,NL,,,#47,PH:,,NathanRam1918,, S ,"977,326",98.78%,NL,,,#47,SE:,,Fejlan,,A,"636,940",99.04%,PH,,,#47,FR:,,Musty,,A,"736,920",99.29%,CL,,,#47,VN:,,def,,S,"861,930",97.71%,MY,,,#47,MY:,,n0 head,,A,"1,006,142",98.49%,TW,,,#47,CL:,,xXChokgamerXx,,S,"1,085,108",97.24%,IT,,,#47,JP:,,RafuNa,,A,"1,128,722",98.90%,SG,,,#47,TH:,,Lesperry,NM,A,"773,347",98.54%,AT,,,#47,VN:,,baoo,NM,S,"979,002",99.45%,MY,,,#47,IT:,,-NyX,HD,A,"524,935",99.14%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#48,RO:,,Pregnancy,,A,"527,439",99.32%,FI,,,#48,ID:,,MineFrostID,,S,"971,829",99.02%,RO,,,#48,GR:,,Leftie,,A,"798,428",98.98%,SG,,,#48,UA:,,POMAH,,S,"898,529",97.17%,PE,,,#48,HK:,,flyond,,A,"704,006",98.09%,SG,,,#48,TH:,,Lesperry,, S ,"973,878",97.35%,CN,,,#48,CL:,,alfiu,,A,"635,931",98.54%,ES,,,#48,PT:,,uatzap,,A,"729,508",99.17%,PE,,,#48,AR:,,Amuro,,A,"854,572",97.30%,BE,,,#48,TH:,,Lesperry,,A,"961,869",98.23%,NO,,,#48,AR:,,jackzebra,,S,"1,083,910",97.28%,TR,,,#48,ES:,,ESCRUPULILLO,,S,"1,128,488",98.07%,FR,,,#48,FI:,,Kalanluu,HD,A,"771,372",97.45%,RO,,,#48,GR:,,MyAimPeeps,NM,S,"977,879",99.38%,HK,,,#48,ES:,,A L E P H,HD,A,"517,286",98.62%,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#49,PH:,,perhap,,A,"526,209",98.79%,BR,,,#49,ES:,,towny1,,S,"971,714",99.11%,IT,,,#49,ID:,,Hakui Koyori,,A,"797,741",95.15%,FI,,,#49,TR:,,Shinkiro,,S,"897,765",96.99%,AR,,,#49,IT:,,Toukai Teiou,,A,"703,863",98.36%,FR,,,#49,TH:,,chests,, S ,"957,283",96.84%,CN,,,#49,FR:,,calangi,,A,"634,625",98.09%,ES,,,#49,NL:,,Burning John,,A,"727,646",97.81%,BR,,,#49,TR:,,Shinkiro,,A,"852,493",97.17%,UY,,,#49,ES:,,ESCRUPULILLO,,S,"954,706",99.12%,FR,,,#49,PH:,,Icarussy,,S,"1,083,695",97.14%,BR,,,#49,RO:,,badeu,,S,"1,127,021",98.14%,FI,,,#49,CL:,,Intercambing,NM,A,"765,757",97.11%,FR,,,#49,TR:,,gheanfoil,NM,S,"977,260",99.45%,UY,,,#49,FI:,,Xepei,HR,A,"516,427",97.98%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#50,TR:,,Orkay,,A,"519,360",99.15%,UY,,,#50,IT:,,MeOwz,,S,"968,586",98.90%,ES,,,#50,UY:,,Rebo,,A,"797,629",98.07%,AR,,,#50,DK:,,thebeastjona,,S,"896,936",97.17%,MY,,,#50,PT:,,uatzap,,S,"703,694",99.30%,KZ,,,#50,SE:,,Lightningfox,, S ,"956,611",96.84%,BR,,,#50,BR:,,Kurumiw,,A,"619,649",96.32%,SE,,,#50,UY:,,helvetia,,A,"721,738",99.34%,BE,,,#50,SE:,,Grippeh,,A,"851,251",97.76%,NL,,,#50,MY:,,n0 head,,A,"894,362",98.34%,DK,,,#50,CN:,,Ledeau_Fox,,S,"1,080,198",96.98%,NO,,,#50,BR:,,-izzy,,S,"1,118,225",97.79%,NL,,,#50,FI:,,Isak-,NM,S,"759,035",97.73%,NZ,,,#50,CL:,,Intercambing,NM,S,"976,345",99.24%,ES,,,#50,PH:,,zonelouise,HR,A,"510,128",99.05%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#51,TH:,,chests,,A,"497,742",99.39%,NO,,,#51,KZ:,,Ternafis,,S,"968,243",98.96%,UA,,,#51,ID:,,FAW,,A,"786,785",98.79%,RO,,,#51,VN:,,def,,S,"896,614",96.88%,TW,,,#51,SE:,,trumpatino69,,S,"700,548",97.94%,PH,,,#51,PE:,,SapeSape,, S ,"955,229",96.84%,UA,,,#51,AT:,,fedoragoose,,A,"614,602",97.74%,TH,,,#51,JP:,,YMD,,A,"721,140",99.15%,SG,,,#51,TR:,,Orkay,,A,"848,876",97.78%,UY,,,#51,HK:,,Hibiki,,S,"853,817",98.62%,GR,,,#51,NL:,,Wind Tales,,S,"1,078,533",96.98%,SE,,,#51,SG:,,Dawnwing,,S,"1,114,231",97.70%,GR,,,#51,JP:,,hosesan1020,NM,A,"756,686",95.96%,HK,,,#51,PT:,,Meower,NM,S,"971,245",99.17%,UA,,,#51,BE:,,hexi,HR,A,"502,662",99.21%,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#52,VN:,,_Casiofx580vnx,,A,"496,725",99.01%,DK,,,#52,CL:,,xXChokgamerXx,,S,"968,100",99.02%,IT,,,#52,RO:,,etn,,S,"785,719",98.53%,NZ,,,#52,IT:,,Duke,,S,"896,510",97.17%,ES,,,#52,IT:,,kusuriya,,S,"698,835",99.01%,FR,,,#52,CN:,,Ledeau_Fox,,A,"948,355",97.38%,TH,,,#52,SE:,,Guyra_,,A,"610,676",98.09%,PH,,,#52,RO:,,badeu,,A,"717,907",97.26%,NZ,,,#52,JP:,,Homutan,,A,"839,970",98.10%,HK,,,#52,MY:,,mint breeze,,S,"851,417",98.76%,TW,,,#52,BR:,,VitorSkull,,S,"1,077,188",96.98%,SE,,,#52,NO:,,antonyw,,S,"1,113,275",97.70%,AT,,,#52,BE:,,hexi,HR,A,"749,284",96.21%,UY,,,#52,DK:,,iamVill,NM,S,"968,600",99.10%,VN,,,#52,AR:,,jackzebra,HD,A,"500,287",98.99%,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#53,TH:,,Hinamon,,A,"486,514",98.56%,AT,,,#53,AT:,,z9a,,S,"965,197",98.90%,TH,,,#53,NZ:,,pii,,A,"777,379",98.54%,RO,,,#53,JP:,,hosesan1020,,S,"893,567",97.06%,GR,,,#53,AT:,,z10a,,A,"697,282",98.11%,TH,,,#53,DK:,,iamVill,, S ,"944,670",96.67%,TW,,,#53,FI:,,savilju,,A,"607,572",97.30%,ID,,,#53,NL:,,Wind Tales,,S,"712,154",97.89%,BR,,,#53,MY:,,Chiyuu,,S,"838,727",97.52%,TW,,,#53,BR:,,Kurumiw,,A,"850,796",98.92%,NL,,,#53,SE:,,scylla,,S,"1,076,035",96.98%,PH,,,#53,AT:,,fedoragoose,,S,"1,110,720",97.61%,CN,,,#53,BR:,,Coreanmaluco,HR,S,"746,232",97.78%,NL,,,#53,PH:,,Rammu,HD,A,"967,168",98.85%,BR,,,#53,NZ:,,pii,NM,A,"482,317",98.89%,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#54,PH:,,LordGabriel,,A,"486,150",99.10%,BR,,,#54,MY:,,Rampax,,S,"964,471",98.84%,VN,,,#54,IT:,,-NyX,,A,"771,015",98.40%,CL,,,#54,AT:,,fedoragoose,,S,"891,210",96.90%,TH,,,#54,RO:,,badeu,,A,"695,882",99.10%,ID,,,#54,UA:,,EPEMA,, S ,"936,973",96.50%,PT,,,#54,PE:,,[MG]Arnold24x24,,A,"593,087",99.04%,UA,,,#54,IT:,,Duke,,A,"708,303",98.82%,FR,,,#54,CN:,,lolol233,,A,"838,721",99.50%,AT,,,#54,HK:,,Hibiki,,A,"848,828",97.71%,JP,,,#54,TR:,,gheanfoil,,S,"1,074,031",99.26%,AR,,,#54,KZ:,,Ternafis,,A,"1,110,335",97.94%,PE,,,#54,UY:,,helvetia,HR,S,"742,065",99.19%,AR,,,#54,MY:,,Harumi Ena,NM,S,"966,942",99.10%,TW,,,#54,BE:,,5joshi,HD,A,"438,277",99.34%,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#55,TH:,,Lesperry,,A,"473,223",98.77%,NO,,,#55,BE:,,hexi,,S,"964,456",98.78%,AR,,,#55,VN:,,def,,A,"763,119",98.10%,DK,,,#55,TH:,,Arz3,,S,"889,049",96.79%,AT,,,#55,UY:,,Rebo,,A,"695,199",98.60%,AR,,,#55,BE:,,MRB,, S ,"930,383",96.16%,TR,,,#55,CL:,,alfiu,,A,"586,013",98.06%,FR,,,#55,TR:,,Shinkiro,,A,"707,734",98.92%,BE,,,#55,AR:,,Bomilk,,A,"832,721",96.91%,UY,,,#55,MY:,,mint breeze,,A,"837,255",98.77%,DK,,,#55,NL:,,John ethken,,S,"1,072,868",96.88%,PH,,,#55,SE:,,Lightningfox,,S,"1,109,169",97.81%,NL,,,#55,TR:,,Raikouhou,HR,A,"737,922",97.67%,BE,,,#55,ID:,,Thatnoobguy,NM,S,"965,190",99.03%,FI,,,#55,AR:,,Amuro,HR,A,"419,489",98.80%,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#56,AT:,,z9a,,A,"468,715",98.39%,TH,,,#56,NZ:,,Saiyku,,S,"964,415",98.71%,FI,,,#56,RO:,,etn,,A,"748,706",98.00%,ID,,,#56,ES:,,ESCRUPULILLO,,S,"883,153",96.72%,IT,,,#56,SE:,,melwem,,S,"694,199",99.10%,BR,,,#56,RO:,,etn,,A,"907,924",99.00%,ID,,,#56,FI:,,Kalanluu,,A,"585,468",97.76%,ID,,,#56,NO:,,Pinguinzi,,A,"701,549",97.86%,CN,,,#56,HK:,,F2X,,S,"831,234",96.41%,JP,,,#56,MY:,,Rampax,,S,"835,646",99.30%,TW,,,#56,NZ:,,Saiyku,,S,"1,067,168",96.61%,FI,,,#56,RO:,,origin_,,A,"1,108,258",99.26%,NZ,,,#56,UY:,,PLOXARU,NM,A,"734,350",97.81%,BE,,,#56,VN:,,baoo,NM,S,"964,606",99.02%,DK,,,#56,CL:,,xXChokgamerXx,NM,A,"396,973",98.80%,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#57,ID:,,GNX,,A,"461,830",98.79%,NZ,,,#57,NL:,,John ethken,,S,"964,098",98.88%,SE,,,#57,AT:,,Teppi,,A,"740,853",97.25%,CN,,,#57,NZ:,,Saiyku,,S,"882,963",96.72%,ID,,,#57,CL:,,Intercambing,,S,"693,145",99.59%,IT,,,#57,GR:,,JackPaX,,A,"902,365",98.57%,HK,,,#57,CL:,,Gonzah,,A,"585,181",98.76%,FR,,,#57,CN:,,lolol235,,A,"690,227",99.04%,NO,,,#57,TW:,,willy0214,,A,"826,380",98.74%,MY,,,#57,JP:,,Aotoleen,,A,"830,710",98.08%,HK,,,#57,SE:,,Andros,,S,"1,058,839",96.77%,BR,,,#57,RO:,,Kehest,,A,"1,105,276",98.55%,NZ,,,#57,NO:,,antonyw,NM,S,"726,172",98.96%,AT,,,#57,GR:,,-Puyu,HD,A,"964,121",99.21%,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#58,TR:,,Ievi-,,A,"436,293",98.60%,UY,,,#58,NZ:,,ozbert,,S,"963,375",98.84%,RO,,,#58,UY:,,Rebo,,A,"734,506",98.84%,BE,,,#58,MY:,,Chiyuu,,S,"880,750",96.60%,TW,,,#58,UY:,,helvetia,,A,"693,110",99.25%,AR,,,#58,BE:,,MRB,, S ,"900,922",95.56%,UY,,,#58,FI:,,savilju,,A,"576,824",98.61%,NZ,,,#58,MY:,,mint breeze,,A,"685,906",98.00%,DK,,,#58,BR:,,shwq,,S,"825,708",97.02%,NL,,,#58,GR:,,JackPaX,,A,"821,803",98.16%,HK,,,#58,CN:,,Ledeau_Fox,,S,"1,052,281",96.25%,TH,,,#58,FR:,,FlasTEH,,S,"1,101,450",97.46%,CL,,,#58,AT:,,z10a,NM,A,"725,746",96.02%,NO,,,#58,PH:,,Rammu,HD,A,"952,480",98.62%,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#59,VN:,,baoo,,A,"433,558",98.85%,DK,,,#59,KZ:,,MyAngelRasseru,,S,"963,035",98.75%,UA,,,#59,PT:,,uatzap,,A,"733,519",97.20%,KZ,,,#59,NL:,,Wind Tales,,S,"879,827",96.51%,SE,,,#59,SG:,,Dawnwing,,A,"691,097",98.98%,HK,,,#59,MY:,,mabayu,,A,"895,795",96.88%,VN,,,#59,AR:,,smashcae,, S ,"571,603",95.37%,TR,,,#59,BE:,,Mornis,,A,"680,384",98.03%,UY,,,#59,AT:,,fedoragoose,,A,"819,357",95.95%,CN,,,#59,SE:,,melwem,,S,"817,915",99.52%,PH,,,#59,PH:,,Icarussy,,S,"1,039,190",96.59%,NL,,,#59,BR:,,Kurumiw,,A,"1,098,627",97.63%,NL,,,#59,NZ:,,Saiyku,HR,A,"723,246",98.34%,FI,,,#59,NZ:,,ozbert,HD,A,"951,868",98.59%,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#60,VN:,,realshin,,A,"399,324",98.48%,DK,,,#60,GR:,,MyAimPeeps,,S,"962,906",98.90%,SG,,,#60,PH:,,Icarussy,,A,"725,135",94.38%,BR,,,#60,SE:,,trumpatino69,,S,"876,091",96.44%,NL,,,#60,IT:,,Toukai Teiou,,S,"690,567",99.40%,CL,,,#60,DK:,,iamVill,,A,"882,778",95.03%,VN,,,#60,VN:,,def,,A,"565,342",98.43%,MY,,,#60,CN:,,lolol233,,A,"678,596",98.82%,NO,,,#60,VN:,,def,,A,"814,229",98.39%,DK,,,#60,UY:,,Melxdy,,S,"815,842",99.59%,AR,,,#60,UA:,,Kotsik,,S,"1,037,877",95.91%,PT,,,#60,SE:,,Grippeh,,A,"1,098,150",99.12%,NL,,,#60,FI:,,Amasetic,NM,A,"716,489",98.37%,ID,,,#60,BR:,,Nyash,HR,A,"947,029",97.40%,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#61,NO:,,antonyw,,A,"387,466",98.45%,TH,,,#61,UA:,,POMAH,,S,"961,586",98.90%,PE,,,#61,ID:,,MineFrostID,,A,"724,286",98.98%,RO,,,#61,SG:,,Tebi,,S,"872,983",96.53%,JP,,,#61,RO:,,AlexBelea,,A,"687,254",98.60%,ID,,,#61,NZ:,,5aiyku,,A,"870,702",99.27%,FI,,,#61,CN:,,lolol235,,A,"564,244",99.15%,AT,,,#61,FR:,,calangi,,A,"677,485",98.99%,CL,,,#61,SG:,,Dawnwing,,S,"808,102",97.97%,HK,,,#61,FR:,,Musty,,A,"806,379",97.86%,ES,,,#61,AT:,,fedoragoose,,S,"1,028,115",95.73%,CN,,,#61,BR:,,Coreanmaluco,,A,"1,095,051",99.23%,NL,,,#61,BE:,,5joshi,HD,A,"714,522",97.05%,TR,,,#61,SG:,,Mekeyo,HR,A,"945,670",97.45%,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#62,TH:,,Hinamon,,A,"375,619",98.94%,NO,,,#62,MY:,,Rampax,,S,"960,737",98.65%,DK,,,#62,CL:,,siiphs,,A,"722,438",96.64%,ES,,,#62,UA:,,POMAH,,A,"871,014",96.94%,KZ,,,#62,SG:,,GSBlank,,S,"685,561",98.72%,GR,,,#62,SG:,,Eagle5324,,A,"866,925",98.48%,JP,,,#62,FR:,,fiaee,,A,"562,051",98.72%,CL,,,#62,IT:,,Toukai Teiou,,A,"674,759",98.85%,FR,,,#62,MY:,,Rampax,,A,"807,448",95.75%,TW,,,#62,FR:,,Hifkil,,A,"805,955",99.09%,ES,,,#62,CL:,,xXChokgamerXx,,A,"1,025,096",95.90%,FR,,,#62,PT:,,uatzap,,A,"1,093,218",98.82%,KZ,,,#62,PE:,,MiguisXD,NM,A,"713,177",96.46%,UA,,,#62,SE:,,scylla,HD,A,"938,389",98.31%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#63,DK:,,autofister,,A,"367,616",98.76%,VN,,,#63,TR:,,LyeRR,,S,"960,525",98.71%,UY,,,#63,CL:,,NO37,,A,"716,015",99.61%,ES,,,#63,MY:,,Chibi Maruko,,S,"868,724",96.15%,DK,,,#63,PE:,,[MG]Arnold24x24,,A,"685,148",99.23%,PT,,,#63,JP:,,Furamun,,A,"846,486",96.84%,GR,,,#63,TR:,,Orkay,,A,"561,678",96.54%,AR,,,#63,BE:,,hexi,,A,"660,986",98.69%,TR,,,#63,JP:,,RafuNa,,A,"806,883",97.86%,HK,,,#63,UY:,,El Milanga,,A,"801,853",99.44%,AR,,,#63,BR:,,Kurumiw,,S,"1,013,214",95.30%,SE,,,#63,SG:,,Cymango,,S,"1,092,335",97.00%,JP,,,#63,UA:,,baIner,NM,A,"702,032",98.74%,PT,,,#63,PT:,,uatzap,NM,A,"935,990",99.66%,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#64,DK:,,thebeastjona,,A,"359,677",98.48%,VN,,,#64,NZ:,,5aiyku,,S,"959,749",98.71%,FI,,,#64,KZ:,,shiyumi,,A,"712,247",98.76%,PT,,,#64,PE:,,P r a h,,S,"866,274",96.12%,UA,,,#64,AT:,,fedoragoose,,A,"684,953",98.60%,TH,,,#64,FI:,,Amasetic,, S ,"837,170",97.65%,NZ,,,#64,FR:,,Musty,,A,"560,798",98.28%,CL,,,#64,RO:,,etn,,A,"657,508",98.51%,NZ,,,#64,AR:,,Amuro,,A,"798,088",98.67%,UY,,,#64,ES:,,towny1,,S,"799,723",98.92%,FR,,,#64,PH:,,NathanRam1918,,S,"1,007,230",95.01%,BR,,,#64,ID:,,Thatnoobguy,,A,"1,088,283",97.50%,RO,,,#64,AT:,,z9a,HR,S,"701,706",96.44%,CN,,,#64,UA:,,Kotsik,HR,A,"931,286",98.64%,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#65,HK:,,misha awa,,S,"958,847",98.71%,SG,,,#65,TW:,,Ruyaya,,A,"711,625",96.43%,MY,,,#65,NL:,,G e n g a o z o,,S,"865,612",96.15%,PH,,,#65,AR:,,Bomilk,,A,"683,256",98.86%,UY,,,#65,KZ:,,Ternafis,, S ,"835,484",98.87%,PE,,,#65,BE:,,5joshi,,A,"560,733",98.52%,AR,,,#65,VN:,,def,,A,"656,900",98.85%,MY,,,#65,RO:,,Kehest,,A,"797,651",97.60%,ID,,,#65,UY:,,helvetia,,A,"798,549",99.57%,BE,,,#65,PH:,,NathanRam1918,,S,"984,997",94.41%,NL,,,#65,HK:,,F2X,,S,"1,066,024",96.30%,SG,,,#65,SG:,,qstronaut,HD,A,"698,449",97.98%,HK,,,#65,TH:,,chests,HR,A,"930,830",97.83%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#66,SE:,,scylla,,S,"958,754",98.65%,NL,,,#66,CL:,,alfiu,,S,"700,707",98.84%,FR,,,#66,CN:,,Crystal,,S,"864,928",96.88%,TH,,,#66,SE:,,Andros,,S,"682,937",97.46%,NL,,,#66,NL:,,John breathe,, S ,"834,176",97.59%,BR,,,#66,AT:,,Teppi Fangirl,,A,"559,330",98.04%,NO,,,#66,ID:,,Thatnoobguy,,A,"648,929",97.45%,NZ,,,#66,BR:,,Coreanmaluco,,S,"788,542",98.15%,SE,,,#66,TW:,,Shirosora,,A,"796,688",99.44%,MY,,,#66,MY:,,mint breeze,,A,"981,627",97.07%,DK,,,#66,PE:,,SapeSape,,A,"1,064,256",97.15%,PT,,,#66,SE:,,Guyra_,HD,A,"695,801",96.44%,BR,,,#66,DK:,,iamVill,NM,S,"927,505",98.88%,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
