,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#61,DE:,,yary,,A,"507,219",96.98%,CA,,,,,,,,,,,,,,#61,JP:,,Aotoleen,,A,"371,429",96.85%,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#61,CL:,,Gonzah,,A,"430,404",96.99%,TW,,,#61,TW:,,Spinesnight,,A,"452,862",96.78%,RO,,,,,,,,,,,,,,,,,,,,,,,,,#61,AT:,,Akuma no Tenshi,,A,"614,899",97.49%,CL,,,,,,,,,,,,,,#61,BR:,,VitorSkull,,A,"429,995",96.25%,NO,,,,,,,,,,,,,,,,,,,,,,,,,#61,SE:,,Fejlan,NM,A,"562,823",98.73%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#62,CL:,,Gonzah,,A,"501,702",96.08%,AT,,,,,,,,,,,,,,#62,JP:,,hosesan1020,,A,"370,833",98.38%,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#62,AT:,,tomadoi,,A,"430,081",96.02%,CL,,,#62,RU:,,Skrowell,,A,"449,868",96.32%,PH,,,,,,,,,,,,,,,,,,,,,,,,,#62,SE:,,Grippeh,,A,"613,437",98.15%,NZ,,,,,,,,,,,,,,#62,FI:,,Mike Tyson,,A,"424,373",96.25%,BR,,,,,,,,,,,,,,,,,,,,,,,,,#62,RO:,,etn,HR,A,"545,778",97.42%,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#63,PH:,,Icarussy,,A,"497,142",94.21%,ID,,,,,,,,,,,,,,#63,CL:,,Hanayume,,A,"368,578",97.66%,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#63,PH:,,Icarussy,,A,"426,463",96.54%,ID,,,#63,SE:,,scylla,,A,"443,093",97.33%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,#63,CL:,,siiphs,,A,"610,621",98.08%,AT,,,,,,,,,,,,,,#63,TR:,,Clutch,,A,"376,201",94.84%,NO,,,,,,,,,,,,,,,,,,,,,,,,,#63,DE:,,ZeitFrost,NM,A,"545,723",97.87%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#64,AT:,,z9a,,A,"495,184",95.51%,CL,,,,,,,,,,,,,,#64,CL:,,xXChokgamerXx,,A,"368,265",97.72%,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#64,SE:,,Guyra_,,A,"415,837",94.29%,NZ,,,#64,CL:,,Hanayume,,A,"441,441",97.67%,TW,,,,,,,,,,,,,,,,,,,,,,,,,#64,ID:,,Stixe,,A,"606,883",97.33%,PH,,,,,,,,,,,,,,#64,AT:,,Teppi,,A,"365,157",94.44%,CL,,,,,,,,,,,,,,,,,,,,,,,,,#64,KR:,,LATAJACYTUNCZYK,HD,A,"545,071",97.34%,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#65,JP:,,hosesan1020,,A,"491,210",95.79%,FR,,,,,,,,,,,,,,#65,FI:,,Mike Tyson,,A,"347,215",96.98%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#65,JP:,,Furamun,,A,"414,992",94.25%,FR,,,#65,PH:,,perhap,,A,"436,353",96.15%,RU,,,,,,,,,,,,,,,,,,,,,,,,,#65,AU:,,cloppit,,A,"601,731",98.22%,KR,,,,,,,,,,,,,,#65,CL:,,xXChokgamerXx,,A,"361,896",94.71%,TW,,,,,,,,,,,,,,,,,,,,,,,,,#65,AT:,,Teppi Fangirl,HD,A,"543,847",97.49%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#66,TW:,,Shirosora,,A,"489,787",95.48%,RO,,,,,,,,,,,,,,#66,JP:,,Furamun,,A,"346,769",97.27%,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#66,NZ:,,5aiyku,,A,"409,158",97.49%,SE,,,#66,NO:,,Melvr,,A,"426,342",97.90%,BR,,,,,,,,,,,,,,,,,,,,,,,,,#66,ES:,,ESCRUPULILLO,,A,"601,389",97.46%,RU,,,,,,,,,,,,,,#66,CL:,,xXChokgamerXx,,A,"357,803",95.35%,AT,,,,,,,,,,,,,,,,,,,,,,,,,#66,NZ:,,5aiyku,HR,A,"537,507",97.94%,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#67,RU:,,Lexu2S,,A,"475,095",94.21%,PH,,,,,,,,,,,,,,#67,FR:,,FlasTEH,,A,"336,947",97.18%,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#67,JP:,,hosesan1020,,A,"408,639",94.06%,FR,,,#67,RO:,,Kehest,,A,"426,027",97.33%,TW,,,,,,,,,,,,,,,,,,,,,,,,,#67,KR:,,MYKEYBOARD,,A,"598,128",95.98%,AU,,,,,,,,,,,,,,#67,BR:,,tayko,,A,"346,020",94.57%,NO,,,,,,,,,,,,,,,,,,,,,,,,,#67,TW:,,GAO HAO,NM,A,"531,405",96.86%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#68,TW:,,Rizer,,A,"475,000",97.23%,CL,,,,,,,,,,,,,,#68,SE:,,Fejlan,,A,"335,878",96.88%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#68,TW:,,Ruyaya,,A,"406,295",95.69%,CL,,,#68,FR:,,Musty,,A,"423,274",96.94%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,#68,SE:,,melwem,,A,"593,382",96.58%,NZ,,,,,,,,,,,,,,#68,SE:,,scylla,,A,"340,072",94.84%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,#68,RU:,,maxim,NM,A,"530,422",98.20%,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#69,NZ:,,Saiyku,,A,"474,623",96.52%,FR,,,,,,,,,,,,,,#69,SE:,,Andros,,A,"315,035",96.19%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#69,FI:,,AllyrD,,A,"403,940",94.81%,BR,,,#69,BR:,,Kurumiw,,A,"420,703",96.50%,FI,,,,,,,,,,,,,,,,,,,,,,,,,#69,RO:,,origin_,,A,"583,733",97.04%,TW,,,,,,,,,,,,,,#69,BR:,,-izzy,,B,"317,693",88.10%,FI,,,,,,,,,,,,,,,,,,,,,,,,,#69,TW:,,Spinesnight,HR,A,"529,566",95.10%,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#70,RO:,,robotonic,,A,"473,522",96.76%,TW,,,,,,,,,,,,,,#70,SE:,,Guyra_,,A,"304,998",96.73%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#70,NZ:,,5aiyku,,A,"403,031",96.08%,FR,,,#70,FI:,,Mike Tyson,,A,"413,785",97.35%,BR,,,,,,,,,,,,,,,,,,,,,,,,,#70,US:,,decaten,,A,"578,146",99.02%,GB,,,,,,,,,,,,,,#70,ES:,,junamat,,B,"278,953",90.28%,RU,,,,,,,,,,,,,,,,,,,,,,,,,#70,BR:,,Nyash,HR,A,"528,284",95.64%,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#71,FI:,,Isak-,,A,"469,145",93.14%,BR,,,,,,,,,,,,,,#71,TR:,,Ievi-,,A,"302,801",95.72%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#71,FR:,,Musty,,A,"398,966",96.31%,JP,,,#71,NO:,,papercandle,,A,"396,024",97.49%,BR,,,,,,,,,,,,,,,,,,,,,,,,,#71,BR:,,kagiura,,A,"571,664",95.95%,NO,,,,,,,,,,,,,,#71,ES:,,towny1,,B,"275,668",90.55%,RU,,,,,,,,,,,,,,,,,,,,,,,,,#71,FR:,,Hifkil,HR,A,"527,390",97.10%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#72,TW:,,Shirosora,,A,"458,403",96.21%,CL,,,,,,,,,,,,,,#72,CL:,,siiphs,,A,"285,246",96.18%,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#72,ID:,,MejiroMcQueen,,A,"395,150",95.92%,PH,,,#72,FI:,,Amasetic,,A,"392,612",97.07%,BR,,,,,,,,,,,,,,,,,,,,,,,,,#72,BR:,,Kurumiw,,A,"568,590",96.55%,NO,,,,,,,,,,,,,,#72,SE:,,Andros,,B,"187,660",89.25%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,#72,FR:,,Satsukiiii,NM,A,"523,153",97.85%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#73,FR:,,FlasTEH,,A,"457,708",93.19%,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#73,BR:,,-izzy,,A,"386,554",95.24%,FI,,,#73,FI:,,Xepei,,A,"389,842",97.48%,BR,,,,,,,,,,,,,,,,,,,,,,,,,#73,RU:,,Lexu2S,,A,"566,530",97.27%,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#73,PH:,,ZaNy_,HD, S ,"519,508",97.72%,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#74,BR:,,Kurumiw,,B,"457,384",88.96%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#74,FR:,,Satsukiiii,,A,"380,140",96.29%,NZ,,,#74,TW:,,Ruyaya,,A,"377,943",96.74%,RO,,,,,,,,,,,,,,,,,,,,,,,,,#74,GB:,,Accolibed,,A,"565,343",97.78%,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#74,FI:,,Kalanluu,HD,A,"510,284",98.13%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#75,TW:,,willy0214,,A,"455,384",97.25%,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#75,SE:,,Fejlan,,A,"379,208",96.79%,NZ,,,#75,BR:,,shwq,,A,"377,217",95.61%,FI,,,,,,,,,,,,,,,,,,,,,,,,,#75,RO:,,AlexBelea,,A,"555,785",96.14%,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#75,ID:,,GNX,NM,A,"509,251",97.59%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#76,FR:,,Geordie Greep,,A,"440,001",95.46%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#76,CL:,,siiphs,,A,"378,510",95.30%,AT,,,#76,AU:,,Xaver,,A,"375,046",94.98%,KR,,,,,,,,,,,,,,,,,,,,,,,,,#76,CA:,,Wanderio,,A,"555,740",96.23%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#76,RU:,,BJIADOC,HD,A,"507,269",98.09%,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#77,BR:,,VitorSkull,,A,"436,700",96.98%,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#77,BR:,,kagiura,,A,"374,949",95.18%,FI,,,#77,FI:,,Isak-,,A,"372,590",96.04%,BR,,,,,,,,,,,,,,,,,,,,,,,,,#77,CN:,,Ledeau_Fox,,A,"553,764",97.03%,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#77,NO:,,YokesPai,HD,A,"496,231",96.35%,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#78,NO:,,HUNDUR,,A,"428,538",96.99%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#78,JP:,,shouponpon,,A,"371,601",95.14%,FR,,,#78,RO:,,AlexBelea,,A,"372,341",96.71%,TW,,,,,,,,,,,,,,,,,,,,,,,,,#78,PH:,,LordGabriel,,A,"552,358",97.64%,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#78,RU:,,BJIADOC,HD,A,"481,478",97.68%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#79,KR:,,MYKEYBOARD,,A,"423,279",96.59%,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#79,TW:,,Flyer,,A,"357,147",93.24%,CL,,,#79,TR:,,spray-,,A,"360,339",96.62%,NO,,,,,,,,,,,,,,,,,,,,,,,,,#79,KR:,,Allegrissimo,,A,"545,947",98.42%,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#79,ES:,,BabyScylla,HDHR,A,"473,675",95.88%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#80,FR:,,Hifkil,,A,"422,256",94.50%,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#80,AT:,,Akuma no Tenshi,,A,"353,069",95.57%,CL,,,#80,TR:,,Clutch,,A,"303,305",95.46%,NO,,,,,,,,,,,,,,,,,,,,,,,,,#80,RO:,,etn,,A,"542,254",97.43%,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#80,CA:,,steamhappy,HD,A,"457,813",98.50%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#81,TW:,,Rizer,,A,"420,455",97.59%,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#81,PH:,,Rammu,,A,"342,661",95.55%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#81,PH:,,zonelouise,,A,"539,005",96.05%,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#81,GB:,,lystia,NM,A,"453,272",97.10%,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#82,RU:,,Hober38,,A,"418,086",96.84%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#82,SE:,,Lightningfox,,B,"331,604",92.44%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#82,NZ:,,5aiyku,,A,"537,518",98.93%,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#82,ES:,,A L E P H,HD,A,"449,183",97.16%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#83,ID:,,Stixe,,B,"412,388",91.79%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#83,ID:,,Stixe,,A,"328,863",95.53%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#83,BR:,,VitorSkull,,A,"537,166",97.58%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#83,DE:,,yary,HD,A,"443,919",97.21%,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#84,ID:,,Hakui Koyori,,A,"411,977",95.28%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#84,BR:,,VitorSkull,,A,"320,335",95.67%,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#84,PH:,,LordGabriel,,A,"532,732",97.58%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#84,US:,,EthantrixV3,HD,A,"434,353",96.84%,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#85,FR:,,JapWhite,,A,"399,637",93.66%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#85,TW:,,Spinesnight,,A,"303,366",94.70%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#85,GB:,,fudge,,A,"526,689",97.94%,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#85,FI:,,AllyrD,NM,A,"432,063",96.09%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#86,BR:,,tayko,,A,"398,382",94.78%,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#86,NZ:,,pii,,B,"275,596",91.10%,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#86,FR:,,Geordie Greep,,A,"525,267",96.65%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#86,BR:,,shwq,HR,A,"427,202",93.79%,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#87,FR:,,Satsukiiii,,A,"393,910",94.21%,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#87,NZ:,,silent hill,,B,"133,113",86.17%,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#87,PH:,,Jitterish,,A,"522,214",96.99%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#87,TW:,,willy0214,NM,A,"423,139",97.81%,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#88,AT:,,Akuma no Tenshi,,A,"382,784",94.09%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88,GB:,,Accolibed,,F,0,0.00%,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88,SE:,,Andros,,A,"520,820",95.24%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88,ES:,,[dekori],HR,A,"421,700",95.96%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#89,PH:,,NathanRam1918,,B,"364,649",92.80%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#89,PL:,,Rafis,,A,"520,043",98.85%,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#89,AT:,,z10a,HR,A,"412,017",95.88%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#90,BR:,,Nyash,,A,"344,766",93.82%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#90,TW:,,Shirosora,,A,"518,679",96.63%,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#90,ES:,,marbl,NM,A,"411,445",92.57%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#91,BR:,,tayko,,A,"343,340",94.58%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#91,RU:,,maxim,,A,"517,854",97.71%,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#91,RU:,,maxim,NM,A,"408,706",98.00%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#92,NZ:,,HaSappy,,A,"339,738",95.24%,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#92,RU:,,Welter,,A,"514,976",97.91%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#92,SE:,,Grippeh,HR,A,"406,045",97.77%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#93,RO:,,AlexBelea,,B,"334,441",89.62%,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#93,PH:,,Jitterish,,A,"513,066",96.76%,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#93,TW:,,Flyer,HD,A,"395,458",95.85%,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#94,FI:,,Mike Tyson,,B,"329,329",92.03%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#94,FR:,,Musty,,A,"512,962",97.67%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#94,FI:,,Xepei,HR,A,"376,445",94.39%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#95,TW:,,Flyer,,A,"303,826",93.87%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#95,NZ:,,5aiyku,,A,"507,409",98.35%,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#95,TR:,,Orkay,NM,A,"376,411",96.74%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#96,CL:,,xXChokgamerXx,,A,"295,261",93.19%,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#96,ES:,,towny1,,A,"502,179",95.84%,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#96,FI:,,Mike Tyson,HR,A,"374,805",95.45%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#97,TW:,,Rizer,,A,"494,077",98.27%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#97,ID:,,FAW,HD,A,"354,777",95.83%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#98,ID:,,Hakui Koyori,,A,"493,333",97.56%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#98,CL:,,Lasseh,HR,A,"353,237",94.12%,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#99,GB:,,Mahmood,,A,"493,258",96.77%,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#99,ID:,,lifeline,HR,B,"350,076",92.91%,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#100,NO:,,Pinguinzi,,A,"486,207",97.22%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#100,TW:,,Ruyaya,HD,A,"341,377",94.14%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#101,TW:,,Ruyaya,,A,"454,704",96.31%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#101,BR:,,VitorSkull,HD,A,"329,184",94.87%,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
