,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Ternafis,,A,"511,880",98.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZeitFrost,,A,"369,591",94.52%,,,,,,,,,,,,,,,,,,,,LyeRR,,A,"483,824",98.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyujin,,A,"800,230",98.68%,,,,,,,,HUNDUR,,A,"626,053",95.81%,,,,,,,,Fejlan,,A,"475,842",94.46%,,,,,,,,,,,,,,,,,,,,Chibi Maruko,NM,A,"393,543",96.81%,,,,,,,,[dekori],NM,A,"506,807",97.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,nybia,,A,"373,945",97.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denzel Curry,,S,"345,211",94.01%,,,,,,,,,,,,,,,,,,,,Shinkiro,,A,"445,931",98.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HaSappy,,A,"787,022",99.37%,,,,,,,,Melvr,,B,"288,797",91.43%,,,,,,,,Grippeh,,A,"451,686",97.59%,,,,,,,,,,,,,,,,,,,,AHotDawg,HD,A,"374,563",93.73%,,,,,,,,ESCRUPULILLO,HR,A,"405,266",95.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#14,,Japan,YMD,,A,"669,524",98.69%,"2,238,780",TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#14,,Taiwan,willy0214,,B,"452,153",92.11%,"1,524,939",NL,,,,,,,,,,,,,,,#14,,Netherlands,G e n g a o z o,, S ,"612,787",97.61%,"2,225,539",TW,,,,,,,,,,,,,,,,,,,,,,,,,,,#14,,Poland,milosz,,S,"1,198,948",99.92%,"3,325,055",PH,,,#14,,Italy,Toukai Teiou,,S,"1,129,557",98.32%,"3,184,070",TR,,,#14,,Malaysia,Rampax,,A,"650,309",95.23%,"1,709,664",SE,,,,,,,,,,,,,,,#14,,Argentina,Seiong,HR,A,"691,126",98.28%,"1,546,363",ES,,,#14,,China,Crystal,NM,S,"585,633",99.13%,"2,131,921",RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Homutan,,A,"534,702",98.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAO HAO,,S,"432,651",93.44%,,,,,,,,,,,,,,,,,,,,Wind Tales,,A,"569,417",97.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafis,,A,"767,228",99.62%,,,,,,,,MeOwz,,A,"858,016",97.86%,,,,,,,,Harumi Ena,,A,"396,892",92.35%,,,,,,,,,,,,,,,,,,,,Amuro,HR,A,"457,703",97.67%,,,,,,,,Moonlit111,NM,A,"535,292",97.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,shouponpon,,A,"533,873",99.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruyaya,,A,"402,456",93.33%,,,,,,,,,,,,,,,,,,,,John breathe,,A,"539,884",97.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gnahus,,S,"689,464",99.50%,,,,,,,,Ryuzaki,,A,"702,988",95.65%,,,,,,,,Chibi Maruko,,A,"363,536",93.79%,,,,,,,,,,,,,,,,,,,,smashcae,NM,A,"397,534",96.71%,,,,,,,,lolol235,HD,A,"523,108",98.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Furamun,,A,"500,681",98.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethan2222,,B,"237,679",90.54%,,,,,,,,,,,,,,,,,,,,John ethken,,A,"503,451",98.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evil grape,,A,"669,415",97.97%,,,,,,,,Duke,,B,"493,509",92.61%,,,,,,,,AHotDawg,,B,"298,927",89.94%,,,,,,,,,,,,,,,,,,,,jackzebra,HD,A,0,0.00%,,,,,,,,lolol233,HR,A,"487,888",98.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#15,,Norway,NINERIK,,A,"564,090",99.03%,"2,050,560",CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#15,,Italy,kusuriya,,B,"463,435",89.93%,"1,488,288",TR,,,,,,,,,,,,,,,#15,,Argentina,jackzebra,,A,"531,519",98.00%,"1,926,674",ES,,,,,,,,,,,,,,,,,,,,,,,,,,,#15,,Kazakhstan,Kamensh1k,,S,"1,108,668",99.90%,"3,249,800",ID,,,#15,,Japan,YMD,,S,"1,152,027",98.75%,"3,139,551",TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#15,,Türkiye,spray-,NM,A,"654,387",98.70%,"2,105,135",IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Melvr,,A,"539,098",99.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toukai Teiou,,A,"454,755",93.73%,,,,,,,,,,,,,,,,,,,,Bomilk,,A,"492,392",95.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ItzZeroIce,,A,"783,098",97.22%,,,,,,,,hosesan1020,,A,"759,728",98.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raikouhou,NM,A,"622,642",98.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,antonyw,,A,"512,094",98.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duke,,A,"301,248",93.08%,,,,,,,,,,,,,,,,,,,,smashcae,,A,"467,389",96.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ternafis,,S,"756,994",98.27%,,,,,,,,Furamun,,A,"686,867",97.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shinkiro,HD,A,"433,058",97.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Pinguinzi,,A,"435,278",98.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m4rkvc,,B,"268,850",90.04%,,,,,,,,,,,,,,,,,,,,Penguo,,A,"435,374",95.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ravexi,,A,"601,040",96.51%,,,,,,,,Aotoleen,,A,"540,929",94.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ievi-,HR,A,"395,048",97.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#16,,Malaysia,mabayu,,A,"470,088",98.42%,"1,731,308",SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#16,,United Kingdom,lystia,,A,"464,298",95.34%,"1,467,773",NZ,,,,,,,,,,,,,,,#16,,Indonesia,FAW,,A,"512,237",97.81%,"1,778,314",KZ,,,,,,,,,,,,,,,,,,,,,,,,,,,#16,,Argentina,jackzebra,,A,"1,003,359",98.73%,"3,064,216",ES,,,#16,,South Korea,LATAJACYTUNCZYK,,S,"1,109,316",97.75%,"3,083,981",CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#16,,Netherlands,John ethken,NM,A,"755,669",97.92%,"2,063,396",TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Rampax,,A,"466,665",98.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALTESER,,A,"366,121",93.84%,,,,,,,,,,,,,,,,,,,,Hakui Koyori,,A,"470,031",96.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seiong,,S,"865,863",99.04%,,,,,,,,Chipori,,A,"792,604",96.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind Tales,HR,A,"473,755",96.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Harumi Ena,,A,"434,482",98.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fudge,,A,"333,787",94.23%,,,,,,,,,,,,,,,,,,,,MejiroMcQueen,,A,"447,867",95.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viciobylike,,A,"660,270",99.48%,,,,,,,,Suyong_,,A,"737,491",97.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John breathe,HD,A,"436,677",98.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHotDawg,,A,"360,073",96.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plasma,,B,"303,567",92.80%,,,,,,,,,,,,,,,,,,,,GNX,,B,"348,179",92.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tofy,,A,"534,724",98.79%,,,,,,,,MYKEYBOARD,,A,"444,570",95.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perthed again,NM,A,"397,295",96.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#17,,Türkiye,Raikouhou,,S,"440,522",94.30%,"1,330,635",IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#17,,Japan,YMD,,A,"873,442",97.51%,"3,017,239",TH,,,#17,,Thailand,ChaiPhukChep,,S,"1,072,152",98.10%,"3,082,195",JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#17,,Norway,YokesPai,HD,A,"633,022",97.48%,"2,027,289",CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shinkiro,,A,"333,347",93.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,haga1115,,S,"848,024",99.04%,,,,,,,,Arz3,,A,"713,600",96.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,antonyw,NM,A,"543,598",98.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spray-,,B,"313,489",88.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hosesan1020,,A,"709,655",98.83%,,,,,,,,chests,,A,"663,973",94.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melvr,NM,A,"464,880",93.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orkay,,B,"243,277",90.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furamun,,A,"586,118",98.87%,,,,,,,,-Kedama,,A,"632,470",94.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NINERIK,HR,A,"385,789",97.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#18,,New Zealand,5aiyku,,A,"401,563",94.23%,"1,325,563",GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#18,,Peru,[MG]Arnold24x24,,S,"1,190,993",99.67%,"3,002,985",FI,,,#18,,Malaysia,n0 head,,S,"1,119,157",98.18%,"3,056,836",SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#18,,Singapore,Dawnwing,NM,A,"544,936",97.64%,"1,977,088",AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyujin,,A,"384,053",94.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[MG]-iky-,,A,"699,050",98.60%,,,,,,,,Rampax,,A,"702,623",96.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSBlank,HR,A,"528,105",96.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pii,,B,"350,579",92.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SapeSape,,A,"654,258",94.34%,,,,,,,,Harumi Ena,,A,"631,583",94.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cymango,NM,A,"481,560",96.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ozbert,,C,"189,368",85.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P r a h,,A,"458,684",94.92%,,,,,,,,mabayu,,A,"603,473",94.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eagle5324,HD,A,"422,487",98.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#19,,Spain,A L E P H,,B,"408,712",89.96%,"1,311,140",AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#19,,Philippines,zonelouise,,A,"796,604",99.54%,"2,875,889",PL,,,#19,,Argentina,viciobylike,,S,"856,592",96.46%,"2,981,099",ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#19,,Argentina,Bomilk,NM,S,"615,567",97.23%,"1,958,546",ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marbl,,B,"330,404",88.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jitterish,,A,"789,913",98.79%,,,,,,,,Seiong,,A,"781,079",98.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smashcae,NM,A,"503,383",98.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCRUPULILLO,,B,"308,930",90.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Icarussy,,S,"717,361",98.18%,,,,,,,,jackzebra,,A,"692,505",95.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jackzebra,HD,A,"474,555",97.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palodex,,B,"263,094",91.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NathanRam1918,,A,"572,011",96.03%,,,,,,,,Tofy,,A,"650,923",96.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amuro,HR,A,"365,041",95.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#20,,Indonesia,MejiroMcQueen,,B,"388,121",92.22%,"1,290,447",KZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#20,,Brazil,-izzy,,S,"978,410",97.97%,"2,799,498",DE,,,#20,,Netherlands,perthed again,,S,"942,333",98.29%,"2,973,095",TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#20,,Finland,Isak-,HD,A,"538,913",98.77%,"1,858,336",PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hakui Koyori,,B,"319,399",92.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nyash,,S,"652,660",97.99%,,,,,,,,Wind Tales,,A,"707,511",96.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllyrD,NM,A,"521,164",98.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stixe,,B,"300,015",91.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tayko,,A,"619,737",98.33%,,,,,,,,G e n g a o z o,,A,"662,762",97.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalanluu,NM,A,"426,596",97.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAW,,B,"282,912",92.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coreanmaluco,,A,"548,691",98.77%,,,,,,,,John ethken,,A,"660,489",96.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xepei,HR,A,"371,663",95.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#21,,Brazil,-izzy,,A,"361,999",91.65%,"1,288,937",DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#21,,Chile,alfiu,,S,"1,150,203",98.75%,"2,898,592",KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#21,,Malaysia,AHotDawg,HD,A,"720,468",95.74%,"1,728,105",SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kagiura,,B,"329,724",90.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xXChokgamerXx,,A,"666,809",96.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mabayu,NM,A,"366,440",96.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coreanmaluco,,A,"326,772",94.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gonzah,,A,"553,795",96.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rampax,HR,A,"326,087",93.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kurumiw,,B,"270,442",90.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intercambing,,A,"527,785",94.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harumi Ena,NM,A,"315,110",96.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#22,,Argentina,smashcae,,B,"367,093",91.94%,"1,182,353",ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#22,,Singapore,Cymango,,S,"1,117,478",97.93%,"2,893,932",AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#22,,Italy,Toukai Teiou,HD,A,"545,539",98.28%,"1,720,378",TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bomilk,,B,"297,197",90.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSBlank,,A,"762,171",96.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kusuriya,HR,A,"458,368",96.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amuro,,B,"274,768",89.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hollowknees,,A,"512,466",97.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryuzaki,NM,A,"432,770",97.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jackzebra,,B,"243,295",89.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qstronaut,,A,"501,817",96.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duke,NM,A,"283,701",95.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#23,,Netherlands,John breathe,,B,"322,702",92.54%,"1,145,896",TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#23,,Brazil,VitorSkull,,S,"1,132,478",98.25%,"2,878,668",DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John ethken,,B,"304,255",90.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tayko,,A,"777,026",96.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G e n g a o z o,,B,"273,541",92.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coreanmaluco,,A,"550,866",95.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
