,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Aotoleen,,A,"574,022",97.23%,,,,,,,,,,,,,,,,,,,,calangi,,A,"484,597",98.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyujin,,A,"745,725",97.26%,,,,,,,,alfiu,,A,"557,201",98.23%,,,,,,,,,,,,,,,,,,,,Spinesnight,,A,"462,291",91.80%,,,,,,,,Rizer,,A,"678,239",99.20%,,,,,,,,,,,,,,,,,,,,Intercambing,,A,"651,400",98.61%,,,,,,,,,,,,,,,,,,,,YMD,NM,A,"622,705",99.10%,,,,,,,,calangi,NM,S,"704,625",99.12%,,,,,,,,lifeline,HR,A,"467,718",97.10%,,,,,,,,maxim,NM,A,"545,573",98.17%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,YMD,,A,"551,221",95.79%,,,,,,,,,,,,,,,,,,,,Satsukiiii,,A,"398,337",98.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5aiyku,,A,"409,158",97.49%,,,,,,,,Intercambing,,A,"523,471",98.27%,,,,,,,,,,,,,,,,,,,,Ruyaya,,S,"449,775",93.74%,,,,,,,,willy0214,,A,"638,825",98.69%,,,,,,,,,,,,,,,,,,,,Gonzah,,A,"510,582",96.54%,,,,,,,,,,,,,,,,,,,,shouponpon,HR,A,"406,364",97.19%,,,,,,,,Hifkil,HR,A,"527,390",97.10%,,,,,,,,Thatnoobguy,NM,A,"412,335",96.75%,,,,,,,,Welter,HR,A,"519,111",98.02%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,hosesan1020,,A,"491,210",95.79%,,,,,,,,,,,,,,,,,,,,FlasTEH,,A,"336,947",97.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silent hill,,B,"133,113",86.17%,,,,,,,,Hanayume,,A,"441,441",97.67%,,,,,,,,,,,,,,,,,,,,Flyer,,A,"409,159",93.71%,,,,,,,,Shirosora,,A,"518,679",96.63%,,,,,,,,,,,,,,,,,,,,xXChokgamerXx,,A,"357,803",95.35%,,,,,,,,,,,,,,,,,,,,Furamun,HD,A,"366,048",95.64%,,,,,,,,Satsukiiii,NM,A,"523,153",97.85%,,,,,,,,Stixe,NM,A,"367,519",96.34%,,,,,,,,Hober38,NM,A,"351,567",96.92%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#13,,Philippines,Icarussy,,A,"799,427",95.26%,"2,292,155",RU,,,,,,,,,,,,,,,#13,,Brazil,Kurumiw,,A,"508,532",98.14%,"1,806,961",NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#13,,Sweden,scylla,,A,"826,600",98.58%,"1,953,249",NZ,,,#13,,France,FlasTEH,,A,"678,447",97.97%,"2,049,307",NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,#13,,South Korea,[Karcher],,A,"946,773",98.00%,"2,735,400",AU,,,,,,,,,,,,,,,#13,,Finland,Amasetic,,A,"699,073",99.14%,"2,179,427",BR,,,,,,,,,,,,,,,#13,,Spain,towny1,NM,A,"705,964",97.30%,"1,912,099",RU,,,#13,,Türkiye,Raikouhou,HR,S,"1,015,218",97.59%,"2,659,495",NO,,,#13,,Spain,ESCRUPULILLO,NM,A,"475,904",98.38%,"1,621,970",RU,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,zonelouise,,A,"601,651",98.13%,,,,,,,,,,,,,,,,,,,,shwq,,A,"486,896",98.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guyra_,,A,"415,837",94.29%,,,,,,,,calangi,,A,"476,110",97.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LATAJACYTUNCZYK,,A,"644,552",98.10%,,,,,,,,,,,,,,,,,,,,Xepei,,A,"581,178",95.43%,,,,,,,,,,,,,,,,,,,,A L E P H,HD,A,"453,601",98.12%,,,,,,,,Shinkiro,NM,S,"950,737",98.52%,,,,,,,,[dekori],HR,A,"404,568",97.22%,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Jitterish,,A,"526,428",97.28%,,,,,,,,,,,,,,,,,,,,-izzy,,A,"410,925",97.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fejlan,,A,"379,208",96.79%,,,,,,,,Hifkil,,A,"471,476",97.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYKEYBOARD,,A,"598,128",95.98%,,,,,,,,,,,,,,,,,,,,vaadin peukkua,,A,"474,803",95.72%,,,,,,,,,,,,,,,,,,,,BabyScylla,HD,A,"435,635",96.26%,,,,,,,,Orkay,NM,A,"376,411",96.74%,,,,,,,,A L E P H,HD,A,"396,824",97.81%,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,NathanRam1918,,B,"364,649",92.80%,,,,,,,,,,,,,,,,,,,,Nyash,,A,"400,608",98.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lightningfox,,B,"331,604",92.44%,,,,,,,,Musty,,A,"423,274",96.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allegrissimo,,A,"545,947",98.42%,,,,,,,,,,,,,,,,,,,,Mike Tyson,,A,"424,373",96.25%,,,,,,,,,,,,,,,,,,,,[dekori],HR,A,"316,899",96.08%,,,,,,,,spray-,HD,A,"317,129",95.06%,,,,,,,,BabyScylla,HD,A,"344,674",94.90%,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#14,,New Zealand,ozbert,,S,"897,086",96.79%,"2,251,494",FR,,,,,,,,,,,,,,,#14,,Finland,AllyrD,,A,"486,725",98.55%,"1,655,124",BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#14,,Philippines,NathanRam1918,,A,"509,647",98.00%,"1,904,877",ID,,,#14,,Sweden,melwem,,A,"580,591",97.67%,"2,042,173",NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,#14,,China,Crystal,,A,"731,456",96.99%,"2,720,675",PL,,,,,,,,,,,,,,,#14,,France,JapWhite,,S,"626,154",97.84%,"2,122,885",NZ,,,,,,,,,,,,,,,#14,,Indonesia,MineFrostID,HR,A,"621,726",95.62%,"1,693,419",PH,,,#14,,Russian Federation,gamer228666,NM,A,"851,576",96.86%,"2,595,102",ES,,,#14,,Japan,shouponpon,NM,A,"428,388",96.80%,"1,567,878",FR,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Kyujin,,A,"540,047",98.00%,,,,,,,,,,,,,,,,,,,,Isak-,,A,"419,340",96.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rammu,,A,"495,818",96.13%,,,,,,,,Andros,,A,"560,760",97.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lolol235,,A,"729,847",97.90%,,,,,,,,,,,,,,,,,,,,Geordie Greep,,A,"519,641",96.39%,,,,,,,,,,,,,,,,,,,,Stixe,NM,A,"415,894",97.02%,,,,,,,,Welter,HR,A,"705,835",98.30%,,,,,,,,haga1115,HD,A,"408,290",98.05%,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Saiyku,,A,"474,623",96.52%,,,,,,,,,,,,,,,,,,,,Amasetic,,A,"401,844",98.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZaNy_,,A,"472,949",98.35%,,,,,,,,Grippeh,,A,"457,729",98.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lolol233,,A,"705,608",98.93%,,,,,,,,,,,,,,,,,,,,Hifkil,,A,"498,225",96.08%,,,,,,,,,,,,,,,,,,,,MejiroMcQueen,NM,A,"414,729",97.24%,,,,,,,,maxim,NM,A,"530,422",98.20%,,,,,,,,Furamun,NM,A,"383,279",96.81%,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,HaSappy,,A,"339,738",95.24%,,,,,,,,,,,,,,,,,,,,Mike Tyson,,A,"347,215",96.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Icarussy,,A,"426,463",96.54%,,,,,,,,scylla,,A,"443,093",97.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ledeau_Fox,,A,"553,764",97.03%,,,,,,,,,,,,,,,,,,,,FlasTEH,,A,"478,865",94.65%,,,,,,,,,,,,,,,,,,,,Hakui Koyori,HD,B,"241,070",89.61%,,,,,,,,BJIADOC,HD,A,"507,269",98.09%,,,,,,,,Homutan,HR,A,"347,921",96.59%,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#15,,Brazil,Kurumiw,,A,"727,498",89.76%,"2,215,402",FI,,,,,,,,,,,,,,,#15,,Taiwan,GAO HAO,,A,"428,038",97.99%,"1,614,959",CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#15,,Finland,Mike Tyson,,A,"519,628",97.80%,"1,864,527",BR,,,#15,,Romania,origin_,,A,"608,503",98.17%,"1,974,761",TW,,,,,,,,,,,,,,,,,,,,,,,,,,,#15,,Indonesia,MineFrostID,,A,"941,501",99.35%,"2,705,095",PH,,,,,,,,,,,,,,,#15,,Brazil,tayko,,A,"752,118",94.61%,"2,009,078",FI,,,,,,,,,,,,,,,,,,,,,,,,,,,#15,,Austria,fedoragoose,NM,S,"957,856",98.71%,"2,594,191",CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Nyash,,S,"652,822",94.99%,,,,,,,,,,,,,,,,,,,,Ruyaya,,A,"407,786",97.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amasetic,,A,"485,767",97.40%,,,,,,,,etn,,A,"567,890",97.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lifeline,,A,"663,378",97.80%,,,,,,,,,,,,,,,,,,,,Kurumiw,,A,"484,231",94.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akuma no Tenshi,NM,A,"680,471",98.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,VitorSkull,,A,"436,700",96.98%,,,,,,,,,,,,,,,,,,,,Ethan2222,,A,"401,108",97.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalanluu,,A,"455,192",97.28%,,,,,,,,Kehest,,A,"426,027",97.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stixe,,A,"606,883",97.33%,,,,,,,,,,,,,,,,,,,,VitorSkull,,A,"455,036",93.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teppi Fangirl,HD,A,"543,847",97.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,tayko,,A,"398,382",94.78%,,,,,,,,,,,,,,,,,,,,willy0214,,A,"378,027",98.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllyrD,,A,"403,940",94.81%,,,,,,,,AlexBelea,,A,"372,341",96.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hakui Koyori,,A,"493,333",97.56%,,,,,,,,,,,,,,,,,,,,-izzy,,B,"317,693",88.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z10a,HR,A,"412,017",95.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#16,,Chile,Intercambing,,A,"692,182",96.72%,"2,203,615",TW,,,,,,,,,,,,,,,#16,,Japan,RafuNa,,A,"477,670",97.71%,"1,566,701",FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#16,,Chile,alfiu,,A,"553,381",96.93%,"1,813,780",AT,,,#16,,Norway,NINERIK,,A,"635,569",99.37%,"1,959,916",BR,,,,,,,,,,,,,,,,,,,,,,,,,,,#16,,Sweden,scylla,,A,"926,320",98.98%,"2,653,959",NZ,,,,,,,,,,,,,,,#16,,Austria,z10a,,A,"605,315",94.14%,"2,004,975",CL,,,,,,,,,,,,,,,,,,,,,,,,,,,#16,,Philippines,NathanRam1918,NM,A,"772,076",97.94%,"2,493,766",ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,alfiu,,A,"613,588",98.61%,,,,,,,,,,,,,,,,,,,,Aotoleen,,A,"371,429",96.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO37,,A,"444,408",96.95%,,,,,,,,Pinguinzi,,A,"501,981",97.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grippeh,,A,"613,437",98.15%,,,,,,,,,,,,,,,,,,,,Akuma no Tenshi,,A,"567,613",95.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Icarussy,HR,A,"618,592",96.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Gonzah,,A,"602,584",98.69%,,,,,,,,,,,,,,,,,,,,hosesan1020,,A,"370,833",98.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gonzah,,A,"437,481",96.46%,,,,,,,,Melvr,,A,"426,342",97.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,melwem,,A,"593,382",96.58%,,,,,,,,,,,,,,,,,,,,z9a,,A,"466,890",95.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LordGabriel,HR,A,"583,590",95.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,xXChokgamerXx,,A,"295,261",93.19%,,,,,,,,,,,,,,,,,,,,Furamun,,A,"346,769",97.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siiphs,,A,"378,510",95.30%,,,,,,,,papercandle,,A,"396,024",97.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andros,,A,"520,820",95.24%,,,,,,,,,,,,,,,,,,,,Teppi,,A,"365,157",94.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZaNy_,HD, S ,"519,508",97.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#17,,Taiwan,Flyer,,A,"721,102",96.64%,"2,086,728",RO,,,,,,,,,,,,,,,#17,,Chile,alfiu,,A,"525,408",99.22%,"1,547,497",TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#17,,Indonesia,Hakui Koyori,,A,"628,275",97.55%,"1,800,660",PH,,,#17,,Brazil,Nyash,,A,"650,174",98.13%,"1,937,693",FI,,,,,,,,,,,,,,,,,,,,,,,,,,,#17,,Russian Federation,gamer228666,,A,"924,103",97.87%,"2,639,669",PH,,,,,,,,,,,,,,,#17,,Brazil,Kurumiw,,B,"656,269",92.71%,"1,882,585",NO,,,,,,,,,,,,,,,,,,,,,,,,,,,#17,,Russian Federation,gamer228666,NM,A,"862,309",98.02%,"2,424,588",PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Shirosora,,A,"489,787",95.48%,,,,,,,,,,,,,,,,,,,,Hanayume,,A,"368,578",97.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GNX,,A,"448,372",96.48%,,,,,,,,-izzy,,A,"489,599",96.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lexu2S,,A,"811,341",98.10%,,,,,,,,,,,,,,,,,,,,-izzy,,B,"450,301",90.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Welter,HR,A,"672,095",98.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,willy0214,,A,"455,384",97.25%,,,,,,,,,,,,,,,,,,,,xXChokgamerXx,,A,"368,265",97.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MejiroMcQueen,,A,"395,150",95.92%,,,,,,,,Kurumiw,,A,"420,703",96.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Welter,,A,"514,976",97.91%,,,,,,,,,,,,,,,,,,,,VitorSkull,,A,"429,995",96.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BJIADOC,HD,A,"481,478",97.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Rizer,,A,"420,455",97.59%,,,,,,,,,,,,,,,,,,,,siiphs,,A,"285,246",96.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stixe,,A,"328,863",95.53%,,,,,,,,shwq,,A,"377,217",95.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desuqe,,A,"389,249",95.85%,,,,,,,,,,,,,,,,,,,,tayko,,A,"346,020",94.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maxim,NM,A,"408,706",98.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#18,,Romania,origin_,,A,"724,926",96.86%,"2,084,399",TW,,,,,,,,,,,,,,,#18,,Sweden,scylla,,A,"446,067",98.28%,"1,401,978",NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#18,,United Kingdom,Plasma,,A,"612,641",98.29%,"1,753,295",US,,,#18,,Taiwan,willy0214,,A,"529,439",98.88%,"1,835,008",RO,,,,,,,,,,,,,,,,,,,,,,,,,,,#18,,Romania,Kehest,,A,"948,863",97.07%,"2,630,635",TW,,,,,,,,,,,,,,,#18,,Spain,A L E P H,,A,"667,335",97.73%,"1,680,339",RU,,,,,,,,,,,,,,,,,,,,,,,,,,,#18,,Germany,Tim Kackner,HR,S,"702,812",97.23%,"2,334,504",CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,etn,,A,"551,510",95.72%,,,,,,,,,,,,,,,,,,,,Fejlan,,A,"335,878",96.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lystia,,A,"575,249",96.99%,,,,,,,,GAO HAO,,A,"474,764",97.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,origin_,,A,"583,733",97.04%,,,,,,,,,,,,,,,,,,,,ESCRUPULILLO,,A,"458,383",94.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,criller,NM,A,"642,050",99.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,robotonic,,A,"473,522",96.76%,,,,,,,,,,,,,,,,,,,,Andros,,A,"315,035",96.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skia1,,A,"565,405",97.32%,,,,,,,,Spinesnight,,A,"452,862",96.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlexBelea,,A,"555,785",96.14%,,,,,,,,,,,,,,,,,,,,junamat,,B,"278,953",90.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZeitFrost,NM,A,"545,723",97.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,AlexBelea,,B,"334,441",89.62%,,,,,,,,,,,,,,,,,,,,Guyra_,,A,"304,998",96.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accolibed,,F,0,0.00%,,,,,,,,Ruyaya,,A,"377,943",96.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,etn,,A,"542,254",97.43%,,,,,,,,,,,,,,,,,,,,towny1,,B,"275,668",90.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yary,HD,A,"443,919",97.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#19,,Indonesia,lifeline,,A,"633,985",94.72%,"2,072,694",PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#19,,Taiwan,GAO HAO,,A,"630,056",97.57%,"1,696,864",CL,,,#19,,Türkiye,Shinkiro,,A,"645,115",98.20%,"1,832,847",NO,,,,,,,,,,,,,,,,,,,,,,,,,,,#19,,United Kingdom,Bubbleman,,A,"962,776",98.83%,"2,548,066",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#19,,Sweden,scylla,HD, S ,"744,809",97.04%,"2,325,260",NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,MineFrostID,,A,"614,344",98.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruyaya,,A,"406,295",95.69%,,,,,,,,Raikouhou,,A,"524,088",98.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accolibed,,A,"565,343",97.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guyra_,NM,A,"611,583",95.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Stixe,,B,"412,388",91.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,,A,"357,147",93.24%,,,,,,,,spray-,,A,"360,339",96.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fudge,,A,"526,689",97.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fejlan,NM,A,"562,823",98.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Hakui Koyori,,A,"411,977",95.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinesnight,,A,"303,366",94.70%,,,,,,,,Clutch,,A,"303,305",95.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahmood,,A,"493,258",96.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grippeh,HR,A,"406,045",97.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#20,,Finland,Amasetic,,A,"668,991",98.59%,"2,018,165",BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#20,,Japan,haga1115,,A,"499,499",96.45%,"1,694,731",FR,,,#20,,Finland,Mike Tyson,,A,"413,785",97.35%,"1,568,829",BR,,,,,,,,,,,,,,,,,,,,,,,,,,,#20,,Spain,[dekori],,A,"751,137",96.85%,"2,498,065",RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#20,,New Zealand,ozbert,HDHR,A,"689,236",97.68%,"2,266,724",SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Xepei,,A,"550,700",97.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furamun,,A,"414,992",94.25%,,,,,,,,Amasetic,,A,"392,612",97.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A L E P H,,A,"643,360",97.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saiyku,HR,A,"688,705",96.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Isak-,,A,"469,145",93.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hosesan1020,,A,"408,639",94.06%,,,,,,,,Xepei,,A,"389,842",97.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCRUPULILLO,,A,"601,389",97.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5aiyku,NM,A,"564,150",98.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Mike Tyson,,B,"329,329",92.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shouponpon,,A,"371,601",95.14%,,,,,,,,Isak-,,A,"372,590",96.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,towny1,,A,"502,179",95.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyujin,HD,A,"324,633",95.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,#21,,Austria,fedoragoose,,B,"591,481",91.32%,"2,003,179",CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#21,,Austria,Teppi Fangirl,,A,"458,627",94.72%,"1,693,571",CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#21,,Philippines,Icarussy,,A,"789,809",99.01%,"2,492,147",RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#21,,Brazil,-izzy,NM,A,"939,774",98.41%,"2,224,444",FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
