,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#234,CH:,,marcel7,,A,"499,334",99.19%,1,,,#234,UY:,,PLOXARU,,A,"511,631",97.55%,1,,,#234,IT:,,MeOwz,,A,"498,583",97.86%,1,,,#234,CA:,,Wanderio,,A,"412,846",96.64%,1,,,#234,IL:,,PaintedKoala,,A,"420,798",96.50%,2,,,#234,VN:,,electrostrike,,A,"284,161",93.28%,1,,,#234,PE:,,[MG]Arnold24x24,,A,"408,464",97.26%,1,,,#234,CO:,,Okinari,,A,"449,458",97.99%,2,,,#234,ID:,,lifeline,,A,"632,049",98.57%,1,,,#234,AE:,,-aico,,A,"549,725",95.87%,1,,,#234,BR:,,Kurumiw,,A,"420,296",97.92%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#235,NO:,,Melvr,,A,"499,122",99.45%,2,,,#235,LT:,,Azerite8,,A,"511,588",95.23%,2,,,#235,PT:,,Kuronora,,A,"498,015",96.25%,1,,,#235,IL:,,PaintedKoala,,A,"411,882",94.77%,2,,,#235,DK:,,autofister,,A,"418,313",97.75%,2,,,#235,BR:,,-izzy,,A,"283,468",92.81%,2,,,#235,SG:,,GSBlank,,A,"408,137",96.35%,2,,,#235,CH:,,marcel7,,A,"449,100",97.85%,2,,,#235,RO:,,robotonic,,A,"631,840",97.31%,1,,,#235,GR:,,Nekkid,,B,"549,355",92.92%,1,,,#235,ID:,,Thatnoobguy,,A,"420,164",95.78%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#236,SG:,,qstronaut,,A,"498,220",99.00%,1,,,#236,BE:,,hexi,,A,"510,442",97.86%,1,,,#236,TW:,,Flyer,,A,"497,311",97.27%,1,,,#236,GR:,,Nekkid,,A,"411,545",94.84%,1,,,#236,SG:,,Eagle5324,,A,"418,200",97.72%,1,,,#236,IN:,,zmecha,,B,"283,452",92.34%,1,,,#236,RO:,,origin_,,A,"407,704",97.32%,2,,,#236,NO:,,papercandle,,A,"448,946",98.79%,2,,,#236,HU:,,gecseboti,,A,"629,683",98.59%,1,,,#236,DE:,,ZeitFrost,,A,"547,738",95.19%,1,,,#236,UY:,,PLOXARU,,A,"418,644",98.01%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#237,TW:,,Rizer,,A,"497,307",99.19%,2,,,#237,AE:,,Xluxic,,A,"509,652",93.94%,1,,,#237,NL:,,John ethken,,A,"496,310",98.25%,1,,,#237,AR:,,smashcae,,S,"411,443",96.09%,2,,,#237,TW:,,Ruyaya,,A,"416,910",98.17%,2,,,#237,UA:,,dench,,B,"282,746",92.34%,1,,,#237,HK:,,F2X,,A,"407,419",96.65%,1,,,#237,IT:,,MeOwz,,A,"448,626",97.99%,2,,,#237,SE:,,Grippeh,,A,"626,484",97.91%,1,,,#237,LV:,,xan_ly,,A,"547,145",96.20%,1,,,#237,AU:,,palr,,A,"418,547",96.76%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#238,FI:,,savilju,,A,"497,169",98.76%,2,,,#238,VN:,,_Casiofx580vnx,,A,"508,032",98.63%,1,,,#238,TH:,,miinr,,A,"492,957",94.78%,1,,,#238,FR:,,Satsukiiii,,S,"410,516",96.67%,1,,,#238,PH:,,ZaNy_,,A,"416,533",98.26%,2,,,#238,DK:,,thebeastjona,,A,"282,549",93.87%,1,,,#238,NO:,,Pinguinzi,,A,"406,894",96.37%,2,,,#238,KZ:,,shiyumi,,A,"446,771",98.53%,1,,,#238,DK:,,mads,,A,"626,430",98.57%,1,,,#238,BE:,,hexi,,A,"543,198",96.58%,1,,,#238,NZ:,,Saiyku,,A,"418,307",97.31%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#239,GB:,,Mahmood,,A,"496,849",98.90%,1,,,#239,AR:,,jackzebra,,A,"508,004",98.91%,1,,,#239,LT:,,Hera_,,A,"492,341",95.01%,2,,,#239,CZ:,,Jan Klin,,A,"409,839",94.40%,1,,,#239,IL:,,tyty5180,,A,"416,191",97.58%,2,,,#239,PT:,,uatzap,,A,"282,241",95.28%,1,,,#239,PT:,,uatzap,,A,"406,189",96.24%,1,,,#239,PE:,,P r a h,,A,"446,685",98.03%,2,,,#239,LT:,,Azerite8,,A,"622,670",94.39%,1,,,#239,AE:,,aim1trick,,A,"542,619",95.53%,1,,,#239,CZ:,,Jan Klin,,A,"418,287",97.77%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#240,KZ:,,Ternafis,,A,"496,700",98.98%,1,,,#240,LV:,,hihihaha142,,A,"507,093",98.70%,1,,,#240,BR:,,Kurumiw,,A,"491,618",97.82%,1,,,#240,FI:,,Kalanluu,,A,"409,293",94.92%,2,,,#240,HK:,,ming0328ming,,A,"413,552",97.64%,1,,,#240,RU:,,Skrowell,,A,"281,920",94.77%,2,,,#240,RO:,,origin_,,A,"398,788",96.58%,1,,,#240,VN:,,def,,A,"446,440",98.62%,1,,,#240,PH:,,Jitterish,,A,"620,285",95.48%,2,,,#240,BY:,,bern1sh,,B,"536,825",92.60%,1,,,#240,TR:,,spray-,,A,"417,423",98.14%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#241,ID:,,Hakui Koyori,,A,"494,025",98.19%,2,,,#241,CZ:,,fisskill,,A,"506,848",97.88%,1,,,#241,TW:,,GAO HAO,,A,"490,925",96.53%,1,,,#241,FI:,,Kalanluu,,A,"408,998",94.56%,1,,,#241,GR:,,-Puyu,,A,"412,788",98.16%,2,,,#241,RO:,,etn,,A,"278,546",94.44%,2,,,#241,TH:,,Arz3,,A,"396,871",94.92%,1,,,#241,SK:,,MarcelSvK,,A,"443,843",97.48%,2,,,#241,FR:,,Satsukiiii,,A,"619,669",97.77%,1,,,#241,MY:,,mint breeze,,A,"534,811",94.74%,1,,,#241,FI:,,Mike Tyson,,A,"416,379",98.15%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#242,CL:,,alfiu,,A,"492,481",99.50%,2,,,#242,NZ:,,she gon pay me,,A,"503,474",98.28%,1,,,#242,AT:,,z9a,,A,"490,882",96.46%,2,,,#242,SG:,,Tebi,,B,"408,180",90.55%,1,,,#242,CL:,,NO37,,A,"412,490",98.16%,1,,,#242,NZ:,,Kyujin,,A,"277,676",94.18%,2,,,#242,PH:,,zonelouise,,A,"396,812",96.69%,1,,,#242,CL:,,siiphs,,A,"443,789",98.30%,1,,,#242,LT:,,ganjanov,,A,"616,469",97.57%,1,,,#242,SK:,,Seviade,,A,"532,662",96.98%,1,,,#242,HU:,,gecseboti,,A,"414,999",97.20%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#243,CO:,,Carlosflow,,A,"492,475",98.78%,2,,,#243,NZ:,,5aiyku,,A,"503,179",96.17%,2,,,#243,PR:,,Unexpected,,A,"489,289",95.78%,2,,,#243,VN:,,Another Guy,,A,"407,472",94.11%,2,,,#243,VN:,,smthelse,,A,"408,493",98.00%,2,,,#243,AT:,,tomadoi,,A,"276,588",94.49%,1,,,#243,PH:,,NathanRam1918,,A,"395,647",96.92%,1,,,#243,UA:,,CRIMEA,,A,"442,159",98.66%,1,,,#243,IN:,,ArtoriaMyAngel,,A,"616,007",97.08%,2,,,#243,ES:,,A L E P H,,A,"531,282",96.27%,2,,,#243,FI:,,savilju,,A,"414,773",96.53%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#244,UA:,,CRIMEA,,A,"492,434",99.52%,1,,,#244,GB:,,Accolibed,,A,"500,942",97.77%,2,,,#244,CN:,,lolol234,,A,"488,783",97.67%,1,,,#244,TR:,,Shinkiro,,A,"407,413",96.09%,2,,,#244,ES:,,BabyScylla,,A,"406,826",98.47%,2,,,#244,TW:,,Flyer,,B,"276,187",92.22%,1,,,#244,IT:,,BELLOFIGO,,A,"395,546",95.58%,1,,,#244,PT:,,Kuronora,,A,"442,008",98.48%,1,,,#244,KR:,,Chipori,,A,"614,836",97.62%,2,,,#244,BA:,,dax420,,A,"529,796",93.50%,2,,,#244,IL:,,cihp,,A,"414,655",97.37%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#245,CA:,,Zylice,,A,"492,386",98.86%,1,,,#245,BY:,,bern1sh,,A,"499,094",97.86%,1,,,#245,JP:,,haga1115,,A,"488,218",97.96%,2,,,#245,SE:,,Lightningfox,,S,"407,013",95.03%,1,,,#245,KZ:,,shiyumi,,A,"406,330",97.69%,2,,,#245,NO:,,NINERIK,,A,"275,132",95.16%,1,,,#245,ES:,,towny1,,A,"395,514",95.81%,1,,,#245,HU:,,csaba21123,,A,"441,990",97.86%,2,,,#245,TW:,,Rizer,,A,"614,347",98.05%,2,,,#245,AR:,,Tofy,,A,"528,174",96.26%,2,,,#245,SE:,,Andros,,A,"414,537",95.77%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#246,BR:,,-izzy,,A,"490,805",99.57%,2,,,#246,ES:,,marbl,,A,"497,564",98.68%,1,,,#246,CL:,,xXChokgamerXx,,A,"487,681",97.15%,2,,,#246,PL:,,gnahus,,S,"403,989",97.32%,2,,,#246,SA:,,osu shallah,,A,"405,742",96.14%,1,,,#246,JP:,,haga1115,,A,"274,484",93.18%,1,,,#246,MO:,,SBHO,,A,"394,587",94.29%,2,,,#246,BE:,,Mornis,,A,"441,881",97.65%,1,,,#246,NL:,,G e n g a o z o,,A,"612,125",96.77%,2,,,#246,NO:,,papercandle,,A,"521,192",97.74%,1,,,#246,SG:,,Mekeyo,,A,"413,856",96.90%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#247,BR:,,kagiura,,A,"490,078",99.10%,2,,,#247,GB:,,fudge,,A,"494,232",98.28%,2,,,#247,TW:,,Flyer,,A,"486,955",97.09%,2,,,#247,TW:,,Ethan2222,,A,"403,250",95.10%,1,,,#247,RU:,,Welter,,A,"405,101",98.28%,2,,,#247,VN:,,smthelse,,A,"273,449",94.20%,2,,,#247,BR:,,Nyash,,A,"393,549",96.43%,2,,,#247,NL:,,John Zenith,,A,"441,878",98.61%,1,,,#247,RO:,,AlexBelea,,A,"612,096",95.69%,2,,,#247,PT:,,RafaMat,,A,"521,075",97.72%,1,,,#247,TR:,,Shinkiro,,A,"413,144",94.60%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#248,TR:,,spray-,,A,"490,018",98.83%,1,,,#248,VN:,,baoo,,A,"492,356",97.85%,1,,,#248,BY:,,khaurege12,,A,"486,452",98.79%,2,,,#248,RU:,,Welter,,A,"402,547",95.91%,1,,,#248,SE:,,Fejlan,,A,"404,557",97.23%,1,,,#248,RU:,,desuqe,,B,"271,343",90.13%,1,,,#248,SE:,,Andros,,A,"393,160",95.94%,1,,,#248,BE:,,Mornis,,A,"441,833",97.82%,2,,,#248,IT:,,Toukai Teiou,,A,"610,066",96.58%,2,,,#248,IL:,,cihp,,A,"519,972",96.94%,1,,,#248,BG:,,- Frane-,,A,"412,376",97.07%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#249,AR:,,viciobylike,,A,"489,278",99.17%,1,,,#249,ES:,,ESCRUPULILLO,,A,"492,277",98.49%,1,,,#249,ES:,,Palodex,,A,"486,191",97.00%,2,,,#249,HK:,,F2X,,S,"401,489",95.03%,2,,,#249,ID:,,GNX,,A,"401,804",97.56%,1,,,#249,AT:,,Teppi,,A,"271,063",94.67%,1,,,#249,HU:,,Winkero,,A,"392,612",94.18%,2,,,#249,GB:,,Plasma,,A,"439,844",97.69%,1,,,#249,LV:,,hihihaha142,,A,"608,843",98.43%,1,,,#249,IL:,,F3n1X,,A,"519,503",95.63%,2,,,#249,UY:,,PLOXARU,,A,"412,134",97.97%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#250,CL:,,alfiu,,A,"487,687",99.45%,1,,,#250,NL:,,Dolter,,A,"490,371",95.30%,2,,,#250,DE:,,okinamo,,A,"485,329",97.69%,2,,,#250,IN:,,zmecha,,A,"398,566",93.54%,2,,,#250,AR:,,Penguo,,A,"401,474",96.75%,2,,,#250,NO:,,NINERIK,,A,"269,682",94.51%,2,,,#250,IT:,,MeOwz,,A,"392,547",95.51%,2,,,#250,DK:,,Sobu-,,A,"439,654",98.64%,2,,,#250,BR:,,VitorSkull,,A,"607,288",97.10%,2,,,#250,PE:,,SapeSape,,B,"519,073",90.26%,2,,,#250,SG:,,hollowknees,,A,"412,047",97.53%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#251,IN:,,Smudgy24,,A,"486,632",98.88%,1,,,#251,NO:,,HUNDUR,,A,"487,116",98.23%,1,,,#251,JP:,,shouponpon,,A,"484,442",97.21%,1,,,#251,NZ:,,Saiyku,,A,"398,238",93.33%,1,,,#251,RO:,,Kehest,,A,"399,899",97.86%,1,,,#251,IT:,,Duke,,A,"269,159",94.14%,1,,,#251,CL:,,Lasseh,,A,"391,615",95.81%,1,,,#251,TW:,,Spinesnight,,A,"439,217",98.12%,2,,,#251,TR:,,LyeRR,,A,"607,118",96.74%,2,,,#251,KZ:,,MyAngelRasseru,,A,"511,876",95.40%,1,,,#251,NZ:,,Kyujin,,A,"409,671",97.14%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#252,IL:,,PaintedKoala,,A,"486,161",99.07%,1,,,#252,TH:,,Lesperry,,A,"485,160",98.12%,2,,,#252,CL:,,Intercambing,,A,"483,807",98.02%,2,,,#252,AR:,,Bomilk,,S,"398,135",95.03%,2,,,#252,MX:,,-Wolfy-,,A,"399,851",96.84%,2,,,#252,UA:,,dench,,A,"268,960",93.26%,2,,,#252,FI:,,Xepei,,A,"388,984",95.00%,1,,,#252,DK:,,Sobu-,,A,"438,361",98.95%,1,,,#252,BE:,,Mornis,,A,"605,138",96.65%,1,,,#252,SA:,,osu shallah,,B,"510,177",92.14%,2,,,#252,SG:,,Tebi,,A,"409,289",97.37%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#253,RO:,,origin_,,A,"485,043",99.29%,1,,,#253,UY:,,LittleFede,,A,"484,506",96.33%,2,,,#253,BG:,,- Frane-,,A,"483,785",95.19%,2,,,#253,JP:,,RafuNa,,A,"397,163",95.78%,2,,,#253,BE:,,hexi,,A,"399,223",97.58%,1,,,#253,DE:,,okinamo,,A,"268,703",93.87%,2,,,#253,SG:,,Dawnwing,,A,"388,641",94.15%,2,,,#253,KZ:,,nybia,,A,"438,168",98.03%,2,,,#253,AR:,,Tofy,,A,"602,747",98.31%,2,,,#253,BG:,,Thornnn,,A,"505,711",96.35%,1,,,#253,TW:,,willy0214,,A,"408,697",97.60%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#254,KR:,,Chipori,,A,"484,701",99.22%,1,,,#254,RO:,,Pregnancy,,A,"483,472",97.07%,2,,,#254,IT:,,MeOwz,,A,"480,873",97.54%,2,,,#254,BY:,,ITheQwertyI,,A,"396,945",96.72%,1,,,#254,BR:,,kagiura,,A,"399,089",97.56%,1,,,#254,NL:,,G e n g a o z o,,A,"267,938",94.73%,2,,,#254,UA:,,APTEM,,A,"388,032",97.66%,2,,,#254,DK:,,autofister,,A,"438,009",97.18%,2,,,#254,CN:,,z980838928,,A,"602,402",93.44%,2,,,#254,SE:,,Andros,,B,"505,675",91.50%,1,,,#254,IT:,,Duke,,A,"408,583",96.63%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#255,TW:,,Spinesnight,,A,"483,614",98.86%,1,,,#255,LV:,,StellarOW,,A,"480,666",97.71%,1,,,#255,NZ:,,ozbert,,A,"479,750",96.55%,2,,,#255,KZ:,,Kamensh1k,,A,"396,291",96.51%,1,,,#255,TW:,,Flyer,,A,"398,444",97.86%,2,,,#255,FI:,,Amasetic,,A,"267,684",93.44%,2,,,#255,CZ:,,Jan Klin,,A,"388,004",96.20%,2,,,#255,NO:,,papercandle,,A,"437,325",98.90%,1,,,#255,ID:,,Hakui Koyori,,A,"602,066",96.07%,1,,,#255,ID:,,lifeline,,A,"503,646",94.62%,1,,,#255,NZ:,,Saiyku,,A,"408,186",96.01%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#256,AR:,,Bomilk,,A,"483,121",98.14%,2,,,#256,KZ:,,MyAngelRasseru,,A,"479,987",98.20%,2,,,#256,AE:,,-aico,,A,"479,738",95.98%,1,,,#256,KZ:,,shiyumi,,A,"394,780",96.12%,1,,,#256,CO:,,Carlosflow,,A,"398,296",97.56%,1,,,#256,MO:,,Tokirii,,A,"267,514",94.12%,2,,,#256,SG:,,Mekeyo,,A,"386,766",94.14%,1,,,#256,KZ:,,nybia,,A,"437,267",97.99%,1,,,#256,UY:,,Melxdy,,A,"601,317",97.83%,1,,,#256,IN:,,ArtoriaMyAngel,,A,"502,739",93.96%,2,,,#256,NL:,,G e n g a o z o,,A,"407,990",97.01%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#257,JP:,,Homutan,,A,"481,779",99.05%,1,,,#257,SE:,,scylla,,A,"478,716",97.49%,2,,,#257,PH:,,ZaNy_,,A,"478,060",97.42%,2,,,#257,JP:,,RafuNa,,A,"393,775",95.16%,1,,,#257,UA:,,EPEMA,,A,"396,082",96.25%,1,,,#257,BR:,,VitorSkull,,A,"266,677",93.18%,1,,,#257,DK:,,thebeastjona,,A,"385,452",97.51%,2,,,#257,UY:,,helvetia,,A,"436,986",98.88%,2,,,#257,BG:,,Thornnn,,A,"599,337",98.00%,2,,,#257,ES:,,Palodex,,A,"500,750",95.73%,2,,,#257,PT:,,Big Yikes,,A,"407,610",98.25%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#258,PT:,,RafaMat,,A,"481,509",99.05%,1,,,#258,TR:,,LyeRR,,A,"477,940",98.72%,1,,,#258,CN:,,lolol233,,A,"477,760",98.06%,2,,,#258,RO:,,Kehest,,A,"392,792",95.94%,1,,,#258,NL:,,John ethken,,A,"395,368",97.48%,1,,,#258,JP:,,Furamun,,A,"266,054",93.22%,2,,,#258,TH:,,Hinamon,,A,"385,443",94.69%,2,,,#258,LT:,,Azerite8,,A,"436,566",97.31%,1,,,#258,CL:,,alfiu,,A,"596,383",95.38%,2,,,#258,BR:,,tayko,,A,"500,506",96.61%,1,,,#258,NZ:,,ozbert,,A,"407,330",94.88%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#259,BA:,,dax420,,A,"481,130",98.69%,2,,,#259,VN:,,_Casiofx580vnx,,A,"477,787",97.54%,2,,,#259,FR:,,fiaee,,A,"477,469",98.44%,2,,,#259,JP:,,Furamun,,A,"392,662",95.16%,2,,,#259,CO:,,Carlosflow,,A,"395,059",97.78%,2,,,#259,PH:,,Icarussy,,A,"265,290",94.20%,1,,,#259,JP:,,RafuNa,,A,"384,295",97.57%,2,,,#259,DK:,,thebeastjona,,A,"436,310",98.64%,1,,,#259,CO:,,Okinari,,B,"594,494",93.15%,2,,,#259,CH:,,Skellers,,A,"500,226",96.15%,1,,,#259,LT:,,Hera_,,A,"407,140",96.98%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#260,IT:,,BELLOFIGO,,A,"480,302",98.90%,1,,,#260,FI:,,savilju,,A,"476,884",95.39%,2,,,#260,BG:,,- Frane-,,S,"476,932",95.65%,1,,,#260,UY:,,PLOXARU,,B,"391,996",93.13%,2,,,#260,FR:,,fiaee,,A,"394,947",98.08%,2,,,#260,MO:,,Tokirii,,A,"264,012",93.50%,1,,,#260,NL:,,G e n g a o z o,,A,"384,286",96.72%,2,,,#260,MO:,,Tokirii,,A,"434,641",97.94%,2,,,#260,MX:,,shiromisu,,A,"592,981",96.62%,2,,,#260,HU:,,gecseboti,,A,"498,589",94.62%,2,,,#260,MY:,,mint breeze,,A,"406,106",93.93%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#261,AT:,,z9a,,A,"479,501",99.24%,1,,,#261,EE:,,stennu,,A,"474,856",97.26%,1,,,#261,SE:,,Guyra_,,A,"476,833",96.50%,1,,,#261,SE:,,Fejlan,,S,"391,494",95.57%,1,,,#261,PT:,,uatzap,,A,"393,757",98.23%,2,,,#261,BE:,,5joshi,,A,"263,783",93.61%,2,,,#261,AU:,,big snag,,A,"381,547",96.23%,1,,,#261,VN:,,_Casiofx580vnx,,A,"434,312",98.27%,2,,,#261,GR:,,-Puyu,,A,"591,415",95.43%,1,,,#261,MX:,,-Wolfy-,,A,"495,519",93.85%,1,,,#261,SG:,,hollowknees,,A,"405,693",96.81%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#262,SA:,,osu shallah,,A,"478,543",97.97%,1,,,#262,GR:,,MyAimPeeps,,A,"474,434",97.61%,2,,,#262,DE:,,okinamo,,A,"475,279",97.88%,1,,,#262,CN:,,Moonlit111,,A,"390,632",96.25%,1,,,#262,RO:,,etn,,A,"393,289",98.25%,1,,,#262,IN:,,ArtoriaMyAngel,,A,"260,942",92.79%,2,,,#262,BE:,,Hanori,,A,"380,278",95.04%,2,,,#262,ES:,,ESCRUPULILLO,,A,"432,885",98.25%,2,,,#262,NL:,,Burning John,,A,"586,887",96.86%,1,,,#262,MY:,,Rampax,,A,"494,953",94.74%,1,,,#262,HK:,,F2X,,A,"405,433",96.05%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#263,CZ:,,fisskill,,A,"478,050",99.24%,2,,,#263,FR:,,Geordie Greep,,A,"473,272",97.78%,2,,,#263,SG:,,hollowknees,,A,"473,676",97.82%,2,,,#263,FI:,,Xepei,,A,"390,435",95.89%,1,,,#263,MX:,,Alfrah,,A,"393,255",98.00%,1,,,#263,SE:,,Lightningfox,,B,"260,233",91.99%,2,,,#263,AR:,,Seiong,,A,"376,851",94.08%,2,,,#263,MN:,,Nukeeowo,,A,"431,875",96.07%,2,,,#263,TH:,,ChaiPhukChep,,A,"586,774",96.65%,2,,,#263,KZ:,,ItzZeroIce,,A,"492,718",96.38%,1,,,#263,ES:,,Palodex,,A,"401,423",96.68%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#264,BR:,,shwq,,A,"476,638",98.67%,1,,,#264,JP:,,Homutan,,A,"473,066",96.60%,2,,,#264,ID:,,MineFrostID,,S,"473,105",97.86%,1,,,#264,SK:,,Permsky,,B,"386,230",91.93%,2,,,#264,LT:,,Hera_,,A,"392,697",96.72%,2,,,#264,CN:,,Crystal,,B,"260,191",91.52%,2,,,#264,IT:,,kusuriya,,A,"376,353",95.71%,2,,,#264,SG:,,qstronaut,,A,"431,317",97.98%,1,,,#264,MX:,,Sodor,,A,"584,408",97.05%,1,,,#264,GR:,,JackPaX,,B,"492,235",91.50%,2,,,#264,IL:,,Galog,,A,"400,581",96.35%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
